EN,EN_without_numbers,,FR_without_numbers,numbers,FR
8842-302203-0010 AND IN HIS SPEECH HE LAUGH'D AND LAUGH'D AGAIN THEN WHILE IT WAS HIS PLEASURE TO REMAIN I CHANCED TO LOOK THE WAY HE HAD DRAWN NEAR AND SAW THE LADIES JOAN AND BEATRICE APPROACH ME THIS THE OTHER FOLLOWING ONE AND A SECOND MARVEL INSTANTLY,AND IN HIS SPEECH HE LAUGH'D AND LAUGH'D AGAIN THEN WHILE IT WAS HIS PLEASURE TO REMAIN I CHANCED TO LOOK THE WAY HE HAD DRAWN NEAR AND SAW THE LADIES JOAN AND BEATRICE APPROACH ME THIS THE OTHER FOLLOWING ONE AND A SECOND MARVEL INSTANTLY,,"Et dans son discours, il rit et rit à nouveau alors que c'était son plaisir de rester, je suis tombé en train de regarder comme il s'était approché et a vu les dames Joan et Beatrice s'approcher de moi",8842-302203-0010 ,"8842-302203-0010 Et dans son discours, il rit et rit à nouveau alors que c'était son plaisir de rester, je suis tombé en train de regarder comme il s'était approché et a vu les dames Joan et Beatrice s'approcher de moi"
8842-302203-0011 THE SECOND PART BEGINS HERE SAYING BE NOW THE THIRD HERE THEN WHILE IT WAS HIS PLEASURE,THE SECOND PART BEGINS HERE SAYING BE NOW THE THIRD HERE THEN WHILE IT WAS HIS PLEASURE,,La deuxième partie commence ici en disant maintenant le troisième ici alors alors que c'était son plaisir,8842-302203-0011 ,8842-302203-0011 La deuxième partie commence ici en disant maintenant le troisième ici alors alors que c'était son plaisir
8842-304647-0000 HE LIVES THY LOSS HE DIES FROM EVERY LIMB MANGLED BY THEE LIGHTNINGS OF GODHEAD SHINE FROM WHICH THY DARKNESS HATH NOT WHERE TO HIDE,HE LIVES THY LOSS HE DIES FROM EVERY LIMB MANGLED BY THEE LIGHTNINGS OF GODHEAD SHINE FROM WHICH THY DARKNESS HATH NOT WHERE TO HIDE,,"Il vit ta perte, il meurt de chaque membre mutilé par les éclairages de la divinité de la divin",8842-304647-0000 ,"8842-304647-0000 Il vit ta perte, il meurt de chaque membre mutilé par les éclairages de la divinité de la divin"
8842-304647-0001 QUINCI IMPARA A STUPIRTI,QUINCI IMPARA A STUPIRTI,,Quinci impara a itirirti,8842-304647-0001 ,8842-304647-0001 Quinci impara a itirirti
8842-304647-0002 IN FLESH WAS RAIMENTED HOW HE WAS KILLED AND BURIED FROM THE DEAD HOW HE AROSE TO LIFE WITH VICTORY AND REIGNED IN HEAVEN HOW ALL OF US SHALL BE GLORIOUS LIKE HIM WHOSE HEARTS TO HIS ARE WED HOW THEY WHO DIE FOR LOVE OF REASON GIVE HYPOCRITES TYRANTS SOPHISTS ALL WHO SELL THEIR NEIGHBOURS ILL FOR HOLINESS TO HELL HOW THE DEAD SAINT CONDEMNS THE BAD WHO LIVE HOW ALL HE DOES BECOMES A LAW FOR MEN HOW HE AT LAST TO JUDGE SHALL COME AGAIN,IN FLESH WAS RAIMENTED HOW HE WAS KILLED AND BURIED FROM THE DEAD HOW HE AROSE TO LIFE WITH VICTORY AND REIGNED IN HEAVEN HOW ALL OF US SHALL BE GLORIOUS LIKE HIM WHOSE HEARTS TO HIS ARE WED HOW THEY WHO DIE FOR LOVE OF REASON GIVE HYPOCRITES TYRANTS SOPHISTS ALL WHO SELL THEIR NEIGHBOURS ILL FOR HOLINESS TO HELL HOW THE DEAD SAINT CONDEMNS THE BAD WHO LIVE HOW ALL HE DOES BECOMES A LAW FOR MEN HOW HE AT LAST TO JUDGE SHALL COME AGAIN,,"Dans la chair, a été de la moisissure comment il a été tué et enterré des morts comment il est apparu à la vie avec la victoire et a régné dans le ciel comment nous serons tous glorieux comme lui dont le cœur est marié comment ceux qui meurent pour l'amour de la raison donnent des hypocrites Sophistes tous ceux qui vendent leurs voisins malades pour la sainteté à l'enfer comment le Saint mort condamne les mauvais qui vivent comment tout ce qu'il fait devient une loi pour les hommes comment il en jugera enfin",8842-304647-0002 ,"8842-304647-0002 Dans la chair, a été de la moisissure comment il a été tué et enterré des morts comment il est apparu à la vie avec la victoire et a régné dans le ciel comment nous serons tous glorieux comme lui dont le cœur est marié comment ceux qui meurent pour l'amour de la raison donnent des hypocrites Sophistes tous ceux qui vendent leurs voisins malades pour la sainteté à l'enfer comment le Saint mort condamne les mauvais qui vivent comment tout ce qu'il fait devient une loi pour les hommes comment il en jugera enfin"
8842-304647-0003 THIS WORLD'S THICK VAPOURS WHELM YOUR EYES UNWORTHY OF THAT GLORIOUS SHOW BLIND TO HIS SPLENDOUR BENT UPON HIS SHAME,THIS WORLD'S THICK VAPOURS WHELM YOUR EYES UNWORTHY OF THAT GLORIOUS SHOW BLIND TO HIS SPLENDOUR BENT UPON HIS SHAME,,Les vapeurs épaisses de ce monde aillent vos yeux indignes de ce glorieux spectacle aveugle à sa splendeur se pencha sur sa honte,8842-304647-0003 ,8842-304647-0003 Les vapeurs épaisses de ce monde aillent vos yeux indignes de ce glorieux spectacle aveugle à sa splendeur se pencha sur sa honte
8842-304647-0004 MONEY IS FALSE AND LIGHT UNLESS IT BE BOUGHT BY A MAN'S OWN WORTHY QUALITIES AND BLOOD IS SUCH THAT ITS CORRUPT DISEASE AND IGNORANT PRETENCE ARE FOUL TO SEE,MONEY IS FALSE AND LIGHT UNLESS IT BE BOUGHT BY A MAN'S OWN WORTHY QUALITIES AND BLOOD IS SUCH THAT ITS CORRUPT DISEASE AND IGNORANT PRETENCE ARE FOUL TO SEE,,L'argent est faux et léger à moins qu'il ne soit acheté par les propres qualités et sang,8842-304647-0004 ,8842-304647-0004 L'argent est faux et léger à moins qu'il ne soit acheté par les propres qualités et sang
8842-304647-0005 IL POPOLO E UNA BESTIA,IL POPOLO E UNA BESTIA,,Il popolo e una bestia,8842-304647-0005 ,8842-304647-0005 Il popolo e una bestia
8842-304647-0006 THE PEOPLE IS A BEAST OF MUDDY BRAIN THAT KNOWS NOT ITS OWN FORCE AND THEREFORE STANDS LOADED WITH WOOD AND STONE THE POWERLESS HANDS OF A MERE CHILD GUIDE IT WITH BIT AND REIN ONE KICK WOULD BE ENOUGH TO BREAK THE CHAIN BUT THE BEAST FEARS AND WHAT THE CHILD DEMANDS IT DOES NOR ITS OWN TERROR UNDERSTANDS CONFUSED AND STUPEFIED BY BUGBEARS VAIN,THE PEOPLE IS A BEAST OF MUDDY BRAIN THAT KNOWS NOT ITS OWN FORCE AND THEREFORE STANDS LOADED WITH WOOD AND STONE THE POWERLESS HANDS OF A MERE CHILD GUIDE IT WITH BIT AND REIN ONE KICK WOULD BE ENOUGH TO BREAK THE CHAIN BUT THE BEAST FEARS AND WHAT THE CHILD DEMANDS IT DOES NOR ITS OWN TERROR UNDERSTANDS CONFUSED AND STUPEFIED BY BUGBEARS VAIN,,"Le peuple est une bête de cerveau boueux qui ne connaît pas sa propre force et se tient donc chargés de bois et de pierre, les mains impuissantes d'un simple enfant le guident avec un morceau et un coup de pied suffirait à briser la chaîne mais les craintes de la bête et quoi L'enfant l'exige ni sa propre terreur ne comprend confus et stupéfait par Bugbears vain",8842-304647-0006 ,"8842-304647-0006 Le peuple est une bête de cerveau boueux qui ne connaît pas sa propre force et se tient donc chargés de bois et de pierre, les mains impuissantes d'un simple enfant le guident avec un morceau et un coup de pied suffirait à briser la chaîne mais les craintes de la bête et quoi L'enfant l'exige ni sa propre terreur ne comprend confus et stupéfait par Bugbears vain"
8842-304647-0007 MOST WONDERFUL,MOST WONDERFUL,,Le plus merveilleux,8842-304647-0007 ,8842-304647-0007 Le plus merveilleux
8842-304647-0008 THAT PENANCE HATH NO BLAME WHICH MAGDALEN FOUND SWEET PURGING OUR SHAME SELF PUNISHMENT IS VIRTUE ALL MEN KNOW,THAT PENANCE HATH NO BLAME WHICH MAGDALEN FOUND SWEET PURGING OUR SHAME SELF PUNISHMENT IS VIRTUE ALL MEN KNOW,,Cette pénitence n'a pas de blâme que Magdalen a trouvé doux purgeant notre honte auto-punition est la vertu que tous les hommes savent,8842-304647-0008 ,8842-304647-0008 Cette pénitence n'a pas de blâme que Magdalen a trouvé doux purgeant notre honte auto-punition est la vertu que tous les hommes savent
8842-304647-0009 ORGAN OF RUT NOT REASON IS THE LORD WHO FROM THE BODY POLITIC DOTH DRAIN LUST FOR HIMSELF INSTEAD OF TOIL AND PAIN LEAVING US LEAN AS CRICKETS ON DRY SWARD,ORGAN OF RUT NOT REASON IS THE LORD WHO FROM THE BODY POLITIC DOTH DRAIN LUST FOR HIMSELF INSTEAD OF TOIL AND PAIN LEAVING US LEAN AS CRICKETS ON DRY SWARD,,"Organ of Rut pas la raison est le Seigneur qui, du corps politique, draine la luxure pour lui-même au lieu du laboratoire et de la douleur nous laissant maig",8842-304647-0009 ,"8842-304647-0009 Organ of Rut pas la raison est le Seigneur qui, du corps politique, draine la luxure pour lui-même au lieu du laboratoire et de la douleur nous laissant maig"
8842-304647-0010 WELL TOO IF HE LIKE LOVE WOULD FILCH OUR HOARD WITH PLEASURE TO OURSELVES SLUICING OUR VEIN AND VIGOUR TO PERPETUATE THE STRAIN OF LIFE BY SPILTH OF LIFE WITHIN US STORED,WELL TOO IF HE LIKE LOVE WOULD FILCH OUR HOARD WITH PLEASURE TO OURSELVES SLUICING OUR VEIN AND VIGOUR TO PERPETUATE THE STRAIN OF LIFE BY SPILTH OF LIFE WITHIN US STORED,,Eh bien aussi s'il aime que l'amour filtre notre trésor avec plaisir pour nous-mêmes en train de glisser notre veine et notre vigueur pour perpétuer la tension de la vie par la médaille de la vie en nous stockés,8842-304647-0010 ,8842-304647-0010 Eh bien aussi s'il aime que l'amour filtre notre trésor avec plaisir pour nous-mêmes en train de glisser notre veine et notre vigueur pour perpétuer la tension de la vie par la médaille de la vie en nous stockés
8842-304647-0011 HEAVEN HELP THAT BODY WHICH A LITTLE MIND HOUSED IN A HEAD LACKING EARS TONGUE AND EYES AND SENSELESS BUT FOR SMELL CAN TYRANNISE,HEAVEN HELP THAT BODY WHICH A LITTLE MIND HOUSED IN A HEAD LACKING EARS TONGUE AND EYES AND SENSELESS BUT FOR SMELL CAN TYRANNISE,,Le ciel aide ce corps qu'un peu d'esprit logé dans une tête dépourvu de la langue et des yeux et insensés mais pour l'odeur peut tyrannise,8842-304647-0011 ,8842-304647-0011 Le ciel aide ce corps qu'un peu d'esprit logé dans une tête dépourvu de la langue et des yeux et insensés mais pour l'odeur peut tyrannise
8842-304647-0012 DUE TO THEE THEIR PRAISE OF MAIDEN PURE OF TEEMING MOTHERHOOD,DUE TO THEE THEIR PRAISE OF MAIDEN PURE OF TEEMING MOTHERHOOD,,En raison de toi leur éloge de la jeune fille pure de la maternité grouillante,8842-304647-0012 ,8842-304647-0012 En raison de toi leur éloge de la jeune fille pure de la maternité grouillante
8842-304647-0013 THOU LIKE ARCTURUS STEADFAST IN THE SKIES WITH TARDY SENSE GUIDEST THY KINGDOM FAIR BEARING ALONE THE LOAD OF LIBERTY,THOU LIKE ARCTURUS STEADFAST IN THE SKIES WITH TARDY SENSE GUIDEST THY KINGDOM FAIR BEARING ALONE THE LOAD OF LIBERTY,,"Tu aimes Arcturus fermes dans le ciel avec un sens tardif que ton royaume, faisant à lui seul la charge de la liberté",8842-304647-0013 ,"8842-304647-0013 Tu aimes Arcturus fermes dans le ciel avec un sens tardif que ton royaume, faisant à lui seul la charge de la liberté"
2803-161169-0000 ONCE THERE WAS A FATHER WHO THOUGHT HE WOULD BUILD FOR HIS CHILDREN A BEAUTIFUL HOME PUTTING INTO IT EVERY THING THEY COULD NEED OR DESIRE THROUGHOUT THEIR LIVES,ONCE THERE WAS A FATHER WHO THOUGHT HE WOULD BUILD FOR HIS CHILDREN A BEAUTIFUL HOME PUTTING INTO IT EVERY THING THEY COULD NEED OR DESIRE THROUGHOUT THEIR LIVES,,Une fois qu'il y avait un père qui pensait qu'il construire pour ses enfants une belle maison y mettant tout ce dont ils pouvaient avoir besoin ou désir tout au long de leur vie,2803-161169-0000 ,2803-161169-0000 Une fois qu'il y avait un père qui pensait qu'il construire pour ses enfants une belle maison y mettant tout ce dont ils pouvaient avoir besoin ou désir tout au long de leur vie
2803-161169-0001 THE SWEETEST PERFUMES FLOATED THROUGH THE AIR WHILE THOUSANDS OF BIRDS ANSWERED THE MUSIC OF FOUNTAINS WITH THEIR SONGS,THE SWEETEST PERFUMES FLOATED THROUGH THE AIR WHILE THOUSANDS OF BIRDS ANSWERED THE MUSIC OF FOUNTAINS WITH THEIR SONGS,,Les parfums les plus doux flottaient dans les airs tandis que des milliers d'oiseaux ont répondu à la musique de fontaines avec leurs chansons,2803-161169-0001 ,2803-161169-0001 Les parfums les plus doux flottaient dans les airs tandis que des milliers d'oiseaux ont répondu à la musique de fontaines avec leurs chansons
2803-161169-0002 WHY DID HE GIVE THAT SO ODD A SHAPE OR SO STRANGE A COVERING,WHY DID HE GIVE THAT SO ODD A SHAPE OR SO STRANGE A COVERING,,Pourquoi a-t-il donné une forme si étrange ou si étrange une couverture,2803-161169-0002 ,2803-161169-0002 Pourquoi a-t-il donné une forme si étrange ou si étrange une couverture
2803-161169-0003 AND SO THROUGH MANY QUESTIONS AND MANY EXPERIMENTS THEY LEARN AT LAST HOW TO USE THE CONTENTS OF THIS ONE STOREHOUSE,AND SO THROUGH MANY QUESTIONS AND MANY EXPERIMENTS THEY LEARN AT LAST HOW TO USE THE CONTENTS OF THIS ONE STOREHOUSE,,"Et donc à travers de nombreuses questions et de nombreuses expériences, ils apprennent enfin comment utiliser le contenu de ce magasin",2803-161169-0003 ,"2803-161169-0003 Et donc à travers de nombreuses questions et de nombreuses expériences, ils apprennent enfin comment utiliser le contenu de ce magasin"
2803-161169-0004 THE ENTRANCE IS LIGHT BECAUSE IT OPENS SO WIDE BUT WE CAN SEE THAT THE FLOOR SLOPES DOWNWARD AND THE WAY LOOKS DARK AND NARROW BEFORE US,THE ENTRANCE IS LIGHT BECAUSE IT OPENS SO WIDE BUT WE CAN SEE THAT THE FLOOR SLOPES DOWNWARD AND THE WAY LOOKS DARK AND NARROW BEFORE US,,"L'entrée est légère car elle s'ouvre si large, mais nous pouvons voir que le sol descend vers le bas et que la voie a l'air sombre et étroite devant nous",2803-161169-0004 ,"2803-161169-0004 L'entrée est légère car elle s'ouvre si large, mais nous pouvons voir que le sol descend vers le bas et que la voie a l'air sombre et étroite devant nous"
2803-161169-0005 WALK DOWN THE SLOPING FOOT PATH NOW AND BE CAREFUL TO KEEP OUT OF THE WAY OF THE LITTLE CARS THAT ARE COMING AND GOING ON EACH SIDE OF YOU LOADED ON ONE SIDE AND EMPTY ON THE OTHER AND SEEMING TO RUN UP AND DOWN BY THEMSELVES,WALK DOWN THE SLOPING FOOT PATH NOW AND BE CAREFUL TO KEEP OUT OF THE WAY OF THE LITTLE CARS THAT ARE COMING AND GOING ON EACH SIDE OF YOU LOADED ON ONE SIDE AND EMPTY ON THE OTHER AND SEEMING TO RUN UP AND DOWN BY THEMSELVES,,Descendez maintenant sur le chemin en pente et veillez à rester à l'écart des petites voitures qui vont et viennent de chaque côté de vous chargés d'un côté et vides de l'autre et semblant monter et descendre seuls,2803-161169-0005 ,2803-161169-0005 Descendez maintenant sur le chemin en pente et veillez à rester à l'écart des petites voitures qui vont et viennent de chaque côté de vous chargés d'un côté et vides de l'autre et semblant monter et descendre seuls
2803-161169-0006 LOOK A LITTLE CLOSER WHILE OUR GUIDE LETS THE LIGHT OF HIS LAMP FALL UPON THE BLACK WALL AT YOUR SIDE,LOOK A LITTLE CLOSER WHILE OUR GUIDE LETS THE LIGHT OF HIS LAMP FALL UPON THE BLACK WALL AT YOUR SIDE,,Regardez un peu plus près pendant que notre guide laisse la lumière de sa lampe tomber sur le mur noir à vos côtés,2803-161169-0006 ,2803-161169-0006 Regardez un peu plus près pendant que notre guide laisse la lumière de sa lampe tomber sur le mur noir à vos côtés
2803-161169-0007 SEE BENEATH YOUR FEET IS THE MARKING OF GREAT TREE TRUNKS LYING ASLANT ACROSS THE FLOOR AND THE FORMS OF GIGANTIC PALM LEAVES STREWED AMONG THEM,SEE BENEATH YOUR FEET IS THE MARKING OF GREAT TREE TRUNKS LYING ASLANT ACROSS THE FLOOR AND THE FORMS OF GIGANTIC PALM LEAVES STREWED AMONG THEM,,Voir sous vos pieds se trouve le marquage de grands troncs d'arbres situés à travers le sol et les formes de gigantesques feuilles de paume parsemées parmi elles,2803-161169-0007 ,2803-161169-0007 Voir sous vos pieds se trouve le marquage de grands troncs d'arbres situés à travers le sol et les formes de gigantesques feuilles de paume parsemées parmi elles
2803-161169-0008 HERE IS SOMETHING DIFFERENT ROUNDED LIKE A NUT SHELL YOU CAN SPLIT OFF ONE SIDE AND BEHOLD THERE IS THE NUT LYING SNUGLY AS DOES ANY CHESTNUT IN ITS BUR,HERE IS SOMETHING DIFFERENT ROUNDED LIKE A NUT SHELL YOU CAN SPLIT OFF ONE SIDE AND BEHOLD THERE IS THE NUT LYING SNUGLY AS DOES ANY CHESTNUT IN ITS BUR,,"Voici quelque chose de différent arrondi comme une coquille de noix que vous pouvez diviser d'un côté et voir il y a l'écrou se couchant parfaitement, tout comme n'importe quel châtaignier dans son bourse",2803-161169-0008 ,"2803-161169-0008 Voici quelque chose de différent arrondi comme une coquille de noix que vous pouvez diviser d'un côté et voir il y a l'écrou se couchant parfaitement, tout comme n'importe quel châtaignier dans son bourse"
2803-161169-0009 FERNS AND PALMS MOSSES AND TREES AND ANIMALS ALL PERFECT ALL BEAUTIFUL AND YET ALL HIDDEN AWAY UNDER THIS HILL AND TURNED INTO SHINING BLACK COAL NOW I CAN VERY WELL REMEMBER WHEN I FIRST SAW A COAL FIRE AND HOW ODD IT LOOKED TO SEE WHAT SEEMED TO BE BURNING STONES,FERNS AND PALMS MOSSES AND TREES AND ANIMALS ALL PERFECT ALL BEAUTIFUL AND YET ALL HIDDEN AWAY UNDER THIS HILL AND TURNED INTO SHINING BLACK COAL NOW I CAN VERY WELL REMEMBER WHEN I FIRST SAW A COAL FIRE AND HOW ODD IT LOOKED TO SEE WHAT SEEMED TO BE BURNING STONES,,"Les fougères et les paumes mousses et arbres et animaux tous parfaits sont tous beaux et pourtant tous cachés sous cette colline et transformés en charbon noir brillant maintenant, je me souviens très bien quand j'ai vu un feu de charbon et à quel point il avait l'air étrange de voir ce qui semblait être Pierres brûlantes",2803-161169-0009 ,"2803-161169-0009 Les fougères et les paumes mousses et arbres et animaux tous parfaits sont tous beaux et pourtant tous cachés sous cette colline et transformés en charbon noir brillant maintenant, je me souviens très bien quand j'ai vu un feu de charbon et à quel point il avait l'air étrange de voir ce qui semblait être Pierres brûlantes"
2803-161169-0010 FOR WHEN I WAS A LITTLE GIRL WE ALWAYS HAD LOGS OF WOOD BLAZING IN AN OPEN FIREPLACE AND SO DID MANY OTHER PEOPLE AND COAL WAS JUST COMING INTO USE FOR FUEL,FOR WHEN I WAS A LITTLE GIRL WE ALWAYS HAD LOGS OF WOOD BLAZING IN AN OPEN FIREPLACE AND SO DID MANY OTHER PEOPLE AND COAL WAS JUST COMING INTO USE FOR FUEL,,"Car quand j'étais petite fille, nous avions toujours des grumes de bois dans une cheminée ouverte, tout comme beaucoup d'autres personnes et le charbon venait de faire en sorte que",2803-161169-0010 ,"2803-161169-0010 Car quand j'étais petite fille, nous avions toujours des grumes de bois dans une cheminée ouverte, tout comme beaucoup d'autres personnes et le charbon venait de faire en sorte que"
2803-161169-0011 WHAT SHOULD WE HAVE DONE IF EVERYBODY HAD KEPT ON BURNING WOOD TO THIS DAY,WHAT SHOULD WE HAVE DONE IF EVERYBODY HAD KEPT ON BURNING WOOD TO THIS DAY,,Qu'aurions-nous dû faire si tout le monde avait continué à brûler du bois à ce jour,2803-161169-0011 ,2803-161169-0011 Qu'aurions-nous dû faire si tout le monde avait continué à brûler du bois à ce jour
2803-161169-0012 THESE FORESTS WERE OF TREES DIFFERENT IN SOME WAYS FROM THOSE WE HAVE NOW GREAT FERNS AS TALL AS THIS HOUSE AND MOSSES AS HIGH AS LITTLE TREES AND PALM LEAVES OF ENORMOUS SIZE,THESE FORESTS WERE OF TREES DIFFERENT IN SOME WAYS FROM THOSE WE HAVE NOW GREAT FERNS AS TALL AS THIS HOUSE AND MOSSES AS HIGH AS LITTLE TREES AND PALM LEAVES OF ENORMOUS SIZE,,Ces forêts étaient des arbres différents à certains égards de ceux que nous avons maintenant de grandes fougères aussi hautes que cette maison et des mousses aussi hautes que les petits arbres et les feuilles de palmier d'une taille énorme,2803-161169-0012 ,2803-161169-0012 Ces forêts étaient des arbres différents à certains égards de ceux que nous avons maintenant de grandes fougères aussi hautes que cette maison et des mousses aussi hautes que les petits arbres et les feuilles de palmier d'une taille énorme
